season,week,celebrity_name,v_mean,fan_rank_median,fan_rank_ci_low,fan_rank_ci_high,S_it,judge_rank
27,1,Bobby Bones,0.28735393273815835,1.0,1.0,4.0,6.666666666666667,4.0
27,2,Bobby Bones,0.2961710198257686,1.0,1.0,4.0,6.5,8.0
27,3,Bobby Bones,0.3083255069802157,1.0,1.0,4.0,7.666666666666667,6.0
27,4,Bobby Bones,0.32104157183284515,1.0,1.0,3.0,6.666666666666667,7.0
27,5,Bobby Bones,0.3331228231321151,1.0,1.0,3.0,7.0,6.0
27,6,Bobby Bones,0.33596469027700504,1.0,1.0,3.0,7.333333333333333,5.0
27,7,Bobby Bones,0.3551624418230345,1.0,1.0,3.0,8.833333333333334,4.0
27,8,Bobby Bones,0.42616121909813404,1.0,1.0,2.0,7.5,4.0
27,9,Bobby Bones,0.5159467798102011,1.0,1.0,2.0,9.0,3.0
